,french,wolof
10667,"Elle veut s'éclaircir le teint, alors qu'elle n'a pas l'argent pour cela.","Dafa bëgga xeesal, te amul xaalisam."
10668,"Son produit pour s'éclaircir le teint est épuisé, elle est redevenue noire.","Xeesalam dafa jeex, ñuulaat na."
10669,Tout le Sénégal a critiqué le fait de s'éclaircir le teint.,Senegaal gépp sikk na xeesal.
10670,"Il a proprement gratté la table, puis il l'a peinte.","Dafa xeet taabal bi ba mu set, daldi ko pintiir."
10671,Omar a un parent éloigné aux États-Unis.,Omar am na xeetaakon bu nekk Etaasini.
10672,Le mulet participe du cheval et de l'âne.,"Berkelle, mu ngi xeetoo ci fas ak mbaam."
10673,Le gombo et l'oseille sont de la même famille.,"Kànja ak bisaab, ñoo bokk xeet."
10674,Nous sommes de la même lignée maternelle lui et moi.,Ñoo bokk xeet maak moom.
10675,"Quand Dieu t'aura gratifié d'une aubaine, tu achèteras la maison dont tu parlais.","Bu la Yàlla xéewalee, nga jénd kër gi nga doon wax."
10676,"Le mouton qu'on m'a vendu, je ne sais pas si on l'a volé ou pas, mais c'est une aubaine.","Xar mi ñu ma jaay, xamuma dañu ko sàcc am déet, waaye xéewal la."
10677,"Il me concurrence, c'est pour cette raison qu'il a baissé son prix.","Dafa may xeex, moo tax mu wàññi njégam."
10678,Tu ne dois pas te battre avec lui.,Waruloo xeex ak moom.
10679,Qui était présent lors de la bataille ?,Ku fekke xeex bi ?
10680,Un bagarreur doit en avoir les qualités.,Xeexkat dafa koy niru.
10681,Le premier qui cillera paiera cinq francs.,"Ku jëkka xef, fey dërëm."
10682,En un clin d'oeil.,Diggante xef ak xippi.
10683,"C'est ici que je l'avais déposé, en un clin d'oeil, on l'a pris.","Fii laa ko tegoon, xef-ak-xippi, ñu jél ko."
10684,Elle a mis de faux cils.,Dafa teg ay xef.
10685,Il a une malformation des cils.,Dafa ànd ak ay xef.
10686,Fais-moi de la place pour m'asseoir !,"Xéjal ma, ma toog !"
10687,On a nécessairement un ennemi quand on est l'épouse favorite.,"Ku doon ab xej, am noon."
10688,"Là-bas, c'est lui qui est le plus à l'aise.",Moo fa gëna xejj.
10689,Attends qu'il ait repris son souffle !,Négal ba mu xekki !
10690,"Je ne sais pas qui te l'a conseillé, mais tu as fait une bonne chose.","Xamuma ku la ko xelal, waaye def nga lu baax."
10691,L'esprit est plus rapide que la langue.,Xel a gëna gaaw làmmiñ.
10692,Le fait de jouer avec ses camarades développe son intelligence.,Buy fo ak ay moromam dafay yokk xelam.
10693,Il a plus de discernement que toi.,Moo la ëpp xel.
10694,C'est une mentalité d'enfant.,Xelum gone la.
10695,"Ça, c'est une idée.","Loolu, xel la."
10696,Il est plus intelligent que toi.,Moo la gëna neex xel.
10697,Il y avait un Vitex doniana dans le champ de mon père.,Amoon na ag xël ci sama toolu baay.
10698,Tu sais parfaitement qu'il est parti.,Xam nga xéll ne dem na.
10699,Ces tissus se ressemblent mais ils ont des différences.,Piis yi xellami na waaye woroo nañu.
10700,Qui a versé le lait dans l'écuelle ?,Ku xelli meew mi ci këll gi ?
10701,Bois de la bouillie pour que tes seins donnent du lait.,Naanal ruy ndax sa ween yi xelli.
10702,J'ai entrevu Omar au mariage de Marième.,Xelmati naa Omar ca takku Mareem.
10703,Il ressemble au monsieur qui parlait.,Dafay xelmati waa ja doon wax.
10704,J'envisage de passer la nuit à Kaolack aujourd'hui.,Dama xeloo fanaan Kawlax tey.
10705,Il est arrivé ici en trombe.,Xél la fi agsee.
10706,"Quand il était allé à Popenguine l'an dernier, il s'était évanoui.","Ba mu demee Popongin daaw, dafa xëmoon."
10707,Le manioc que tu grillais est carbonisé.,Ñàmbi ja nga doon lakk xëm na yépp.
10708,"Il a fait pipi au lit, c'est tout mouillé.",Xembali na lal bi ba mu tooy xepp.
10709,"Va enlever quelques tisons du foyer, autrement, ce que tu prépares va brûler.","Demal xembi taal bi, lu ko moy, li ngay togg dina xëm."
10710,Il y a de la potasse dans le tabac à priser.,Përiis dafay am xeme.
10711,Je lui en ai dit des vertes et des pas mûres.,Wax naa ko lu mel ni xeme.
10712,C'est tout simplement parce qu'il désire cette femme qu'il lui a trouvé du travail.,Xemmem ndaw si rekk a tax mu wutal ko liggéey.
10713,Ton cheval est ombrageux.,Sa fas wi dafa xënd.
10714,C'est un couard.,Ab xënd la.
10715,Le xëndënduur est noir.,Xëndënduur dafa ñuul.
10716,Le bonhomme a une lordose.,Waa ji dafa xëŋŋ.
10717,"Après l'avoir délayé, tu le laisses reposer, tu le décantes, puis tu bois l'eau.","Boo ko xóoyalee ba-noppi, nga teeyal ko, xent ko, daldi naan ndox mi."
10718,"Les gens ont hâte d'avoir leur propre maison, et toi, tu te disputes pour une maison paternelle.","Nit ñaa ngiy xënte am seen këru bopp, yow ngay xëccoo kër baay."
10719,Déverses-y du sable !,Xëpp ci suuf !
10720,"Astou a avorté, la pauvre !","Astu de dafa xëpp, ndeysaan !"
10721,Tu es trempé.,Yaa ngi tooy xepp.
10722,"La machine hache la planche en menus morceaux, on en fait des allumettes.","Masin bi dafay xepp xanq wi, ñu defar ci almet."
10723,La hachette ne peut pas fendre le tronc de l'arbre.,Xepp li mënula xar peer bi.
10724,On eût dit que c'était toute l'eau du ciel qui voulait se déverser sur la terre.,Mu mel ni ndox mi nekkoon ci asamaan si yépp a bëggoona xëppu ci kaw suuf si.
10725,"Vous enfumez le trou, le rat va sortir.","Dangeen di xër kan mi, kaña gi génn."
10726,Ton chapeau de paille m'empêche de voir.,Sa maaka maa ngi may xér.
10727,Il arrive qu'un serpent morde quelqu'un qui a l'habitude de traquer les bêtes en les enfumant.,Léeg-léeg jaan màtt ab xëraan.
10728,C'est à cause de sa rigidité qu'on l'a choisi.,Xeram a tax ñu taamu ko.
10729,Les gens l'écoutent dans un calme total.,"Nit ñaa ngi ne xerem, di ko déglu."
10730,Il est ingénieux en tout.,Lépp la xereñe.
10731,"Les aigreurs d'estomac dont il se plaint depuis ce matin, c'est la gourmandise qui les lui a values.","Xérñéññ gi muy jooytu ca suba ba tey, bëgg-lekk a ko ko yóbbe."
10732,Il lui jeta violemment l'argent et s'en alla aussitôt.,"Dafa ko ne xërr xaalis bi, ne mott dem."
10733,Il a peur de la crête du coq.,Dafa ragal xeru séq wi.
10734,Il lui a donné un coup de poing dans le dos.,Dafa ko xët.
10735,Ce coup de poing dans le dos est quand même fort.,Xët bi saf na kat.
10736,"Notre discussion, qu'en sais-tu pour t'en mêler tout à coup.","Sunu waxtaan, loo ci xam ba nga ne xëtëb dugg ci."
10737,Garde le mou pour le couscous.,Dencal xëtër wi ngir cere ji.
10738,L'odeur parvient jusqu'ici.,Xet gaa ngiy dikk ba fii.
10739,Allez à la page trois !,Demleen ci ñetteelu xët mi !
10740,Je suis passé à travers le champ.,Dama xëtt tool bi.
10741,Tu m'as tiré une épine du pied sans le savoir.,Xettali nga ma te xamuloo ko.
10742,C'est le piège à tendeur qui l'a pris.,Xëtt gee ko jàpp.
10743,"Reste tranquille, qu'as-tu à gesticuler ainsi d'énervement ?","Yemal, looy xët-xëti nii yow ?"
10744,Quelle est maintenant la danse à la mode à Dakar ?,Man pecc a xew léegi Ndakaaru ?
10745,Qu'est-ce qui se passe ?,Lu xew ?
10746,Où cela s'est-il passé ?,Fu mu xewe ?
10747,Astou organise une cérémonie; c'est là-bas que nous nous rendons.,Astu moo xewle; fa lanu jëm.
10748,En quel honneur se met-il en tenue de fête ?,Lu mu xewle bay tuwaaletu ?
10749,"Quelle manie le prend, celui-là; qu'est-ce qui le prend celui-là ?",Kii lu mu xewle ?
10750,"Lundi, nous avons une cérémonie, je ne pourrai pas venir.","Altine, danu am xew, duma mëna ñów."
10751,"Il ne peut pas parler, il est essoufflé.","Mënul wax, dafa xëx."
10752,"Demain, j'irai à Dakar le matin.","Ëllëg, dinaa xéy Ndakaaru."
10753,"Demain matin, je n'irai pas travailler.","Suba, duma xéy."
10754,Il me suffit d'une matinée de travail.,Benn xéy laa koy def.
10755,"Je t'ai cherchée aux quatre points cardinaux, toi, ma chérie.","Wut naa la ci ñenti xibla yi, yow, soppe sama."
10756,"La foule était calme et attentive, il les prêcha pendant des heures.","Ndiiraan ga ne xidd, mu di leen waar lu tollook ay waxtu."
10757,Omar est maladif.,Omar dafa xiibon.
10758,J'ai faim.,Dama xiif.
10759,On a affamé les lions pour qu'ils soient plus féroces.,Dañu xiifal gaynde yi ndax ñu gëna soxor.
10760,Je me prive de nourriture aujourd'hui parce qu'on prépare du cere baasi pour le dîner demain.,Damay xiifal tey ndax cere baasi lañuy taal reer suba.
10761,La faim peut pousser quelqu'un à voler.,Xiif mën naa dugal nit ci sàcc.
10762,"Marie la sainte, la Vierge, c'est elle la mère de Jésus.","Maryaama mu sell mi, xiig bi, mooy ndeyu Yéesu."
10763,Personne ne prépare le thé mieux que lui quand il veut.,Kenn dàqu koo xiim su bëggee.
10764,"Le ciel est nuageux, il se pourrait qu'il pleuve.","Asamaan si dafa xiin, amaat-na mu taw."
10765,Il m'a servi mais il ne m'a versé qu'un fond de verre.,Xellil na ma waaye dafa maa xiinal rekk.
10766,Prends le tambour et annonce la réunion !,"Jélal xiin gi, yéene ndaje mi !"
10767,Quelle envie t'a pris d'aller à la pêche ?,Lu la xiir ci nappi ?
10768,Quand l'envie lui en prend.,Bu ko ci Yàlla xiiree.
10769,Tourne la crécelle à vive allure.,Wëndéelal xandal gi ba mu xiir.
10770,"Si encore j'avais une ligne, j'irais pêcher.",Su ma amoon xiir sax nappi.
10771,"Ils se menacent, et si on ne les réconcilie pas, ça va mal tourner.","Ñu ngiy xiiroonte, su ñu leen defarewul, du baax."
10772,"Ces temps-ci, ils sont en mauvais termes.","Fi mu nekk, dañuy xiiroonte."
10773,Un apprentissage qui n'a pas de motivation ne se passe pas comme il se devrait.,Njàng mu amul ag xiirte du deme ni mu ware.
10774,Le chien grogne; regarde qui est à la porte.,Xaj baa ngay xiiru; seetal ku nekk ca bunt ba.
10775,Il y a là-bas un chien méchant.,Xaj bu xiis a nga fa.
10776,"Tu veux mettre des distances entre Omar et moi, mais je ne l'accepterai pas.",Danga ma bëgga xiise ak Omar waaye duma ko nangu.
10777,Cette natte a été tissée avec des folioles de rônier.,"Basaŋ gii, xiis lañu ko ràbbe."
10778,C'est quand je suis tombé que je me suis écorché avec la pierre.,Bi ma daanoo laa xiisu ci xeer wi.
10779,Le corsage que j'avais l'intention de porter à l'occasion du baptême est mal cousu.,"Xiit-mball bi ma naroona sol ci ngénte li, ñaw bi baaxul."
10780,Il est asthmatique.,Dafay xiix.
10781,Il est arrivé en haletant.,Dafa agsi di xiixat.
10782,C'est cette poudre qui lui a fait reprendre connaissance.,Sunguf see ko ximmali.
10783,Il a repris connaissance quand on lui a fait respirer la poudre.,Ba ñu ko xeeñalee sunguf sa la ximmi.
10784,"Il a mal aux yeux, c'est pour cela qu'il ne veut pas les ouvrir.","Bët yeey metti, moo tax nanguwula xippi."
10785,J'ai une autre version de ce que tu m'as raconté.,Am naa beneen xiseb li nga ma nettali.
10786,Il n'a plus de cils.,Dafa xitimba.
10787,"Décape-le d'abord, avant de le repeindre.","Xobbi ko ba-noppi, door koo pintiiraat."
10788,Il lui fait sa toilette intime et lui met du parfum.,"Dafa koy xobbi, defal ko latkoloñ."
10789,Tout le mur est décapé.,Miir bi yépp a xobbiku.
10790,Ses feuilles sont plus larges.,Ay xobam a gëna yaatu.
10791,Cherche-moi un bâton bien droit !,Wutal ma bant bu jub xocc !
10792,"C'est tout à fait droit, bien droit.",Dafa jub xocc xoccaaral.
10793,"Quand nous n'allions pas en classe, nous allions chasser l'aigrette.","Bu nu jàngiwulaan, danu daan rëbbi xodd."
10794,Débarrasse-toi de lui avant qu'il ne te pervertisse !,Xoddi ko bala mu lay yàq !
10795,"Hier, les gens du village enlevaient l'herbe autour des maisons pour prévenir les incendies.","Démb, waa-dëkk bi dañu doon xoddiku."
10796,Il ne faut pas attendre d'être victime d'un incendie pour faire un pare-feu.,"Xoddiku, ca ba nga lakkleegul."
10797,"Le voici, le cou engoncé dans les épaules comme un vautour.","Mu ngii, ne xogg ni am tan."
10798,"Il a des boutons aux commissures des lèvres, c'est pour cela qu'il se couvre la bouche.","Dafa xojox, moo ko tax di muur gémmiñ gi."
10799,L'écureuil de Gambie aime beaucoup les figues sauvages.,Xojox sopp na lool gëŋ.
10800,Que se passe-t-il pour que tu portes une cravate ?,Lu xew ba nga xoju ?
10801,"Quand tu lui dis de faire manger l'enfant, il en mange la moitié.","Boo ko nee mu xol xale bi, mu lekk genn-wàll gi."
10802,"Si tu poses ta main sur ma poitrine, tu sentiras mon coeur battre.","Soo tegee sa loxo ci sama dënn, dinga yég sama xol biy dal."
10803,C'est le coeur de l'arbre.,Xolu garab gi la.
10804,Avoir les nerfs à fleur de peau.,Xat xol.
10805,Être méchant.,Ñuul xol.
10806,Attrister.,Yàq xol.
10807,Ne me fais pas de la peine.,Bul yàq sama xol.
10808,Je suis découragé.,Sama xol dafa jeex.
10809,Avoir bon coeur.,Rafet xol.
10810,Prendre à coeur.,Jéle xol.
10811,Passe-moi le couteau pour que je pèle le manioc !,"Jottali ma paaka bi, ma xolli ñàmbi ji !"
10812,Exagérer.,Xolli gunuur.
10813,Tu es sur le point de dépasser les bornes.,Yaa ngiy bëgga xolli gunuur.
10814,Balaie les épluchures de pommes de terre !,Baleel xolliti pombiteer yi !
10815,Toutes ses chaises sont rouillées.,Siisam yépp dañu xomaag.
10816,Où est le cadenas de la porte ?,Ana xombug bunt bi ?
10817,On a mis du poison dans le repas.,Dañu xomp ndën li.
10818,Il a traumatisé l'enfant.,Dafa xonet xale bi.
10819,Est-ce que tu n'as pas vu l'arc-en-ciel ? Il ne pleuvra plus.,Xanaa gisuloo xon gi ? Dootul taw.
10820,Il est exaspéré parce que tu lui as dit qu'il ne partirait pas.,Dafa xoñoñ ndax li nga ko ne du dem.
10821,Il porte un habit rouge vif.,Yére bu xonq la sol.
10822,Ñooy taxaw.,"Bu sa bët xonqee, say mbokk."
10823,Qu'est-ce qui a rougi l'eau ?,Lu xonqal ndox mi ?
10824,Elle est mariée à un Européen.,Xonq-nopp lay séyal.
10825,"Attends un peu, il donne à manger aux moutons.","Négal tuuti, dafay xont xar yi."
10826,Tu l'enrobes de farine.,Danga koy xoob ak fëriñ.
10827,"Trempe les habits, je les laverai tout à l'heure.","Xoojal yére yi, dinaa leen fóot ci kanam."
10828,Ne me regarde pas dans les yeux.,Bu ma xool ci bët.
10829,Considère ce que.,Xoolal ci li la magam defal.
10830,Tu gratteras proprement la table.,Nanga xoos taabal bi ba mu set.
10831,La table est toute éraflée.,Taabal bi dafa xoosu yépp.
10832,"L'eau qui y reste n'est pas bonne pour les récipients, surtout ceux en fer.",Xoot-xoot baaxul ci ndab; rawati-na lu weñ la.
10833,Je suis à bout de course.,Dama xoox.
10834,Casse la noix !,Tojal xoox bi !
10835,Jette le couteau usé et cherche un couteau neuf !,"Sànnil xopp si, te wut paaka bu bees !"
10836,"Moi, on ne me fait pas peur.","Man, kenn du ma xoqtal."
10837,C'était quelqu'un qui avait la veine de la bonne récolte.,Ku xoroon la.
10838,Mettre un revêtement de coquillages aux murs est passé de mode.,Xor miir xewwi na.
10839,Tu le rétribueras quand il aura fini de prier pour toi.,Bu la ñaanalee ba-noppi nga koy xor.
10840,Le soleil au loin devient rouge.,Jant baa ngay xoraay.
10841,"La rétribution, c'est combien ?","Xor gi, ñaata la ?"
10842,Vingt kilos de mil donnés en rétribution au féticheur.,Xoru pepp.
10843,Est trop liquide.,Sa domodaa bi dafa xormbet ta sauce domoda.
10844,As-tu mis du sel dans la marmite ?,Xorom nga cin li ?
10845,Le docteur dit que j'ai de l'albumine.,Doktoor ne dama xorom.
10846,C'est ça qui donne du piquant à la causerie.,Loolooy xoromal waxtaan wi.
10847,Pourquoi n'as-tu pas voulu t'intéresser à lui quand il s'adressait à toi ?,Lu-tax nga bañ koo xoromal bi muy wax ak yow ?
10848,Va m'acheter du sel !,Demal jéndali ma xorom !
10849,Ce que tu racontes n'a pas de piquant.,Li ngay nettali amul xorom.
10850,"Si étroite que puisse être une marmite, le sel y trouvera de la place.","Lu cin xat, xat xorom xaj ca."
10851,J'entrée de mon champ est remplie de grandes fourmis noires.,Sama buntu tool a nga fees ak xorondom.
10852,Ëttam il a mis des coquillages dans sa cour.,Ay xor la def ci.
10853,"Ton enfant est farouche, personne ne peut te le garder.","Sa doom ji dafa xos, kenn mënu la koo yoral."
10854,Tu dois mettre une virgule ici.,Danga wara def xos fii.
10855,Qu'est-ce qui t'a égratigné ?,Lu la xosi ?
10856,Tu as une égratignure à la joue.,Xosiku nga ci lex.
10857,C'est un petit de varan de terre que le piège a pris.,Aw xosi la fiir gi jàpp.
10858,Comment as-tu eu cette égratignure.,Lu la def xosi-xosi bii.
10859,"Depuis que j'ai placé dans mon champ le talisman pour avoir un bon rendement, je rends grâce à Dieu !","Ba ma defee xos wi ci sama tool ba léegi, maa ngiy sant Yàlla !"
10860,Charge les paquets de pains de singe dans la charrette.,Yebal xotar yi ci saret bi.
10861,Il a complètement déchiré la chemise.,Dafa xotti simis ba xoteet.
10862,Ouvre la cage des pigeons.,Ubbil kaafu xoti yi.
10863,Ramasse ces morceaux de papier coupés.,Foral xotiti kayit yooyu.
10864,Acheter des habits.,Xotti yére.
10865,"Frayer une voie, une route.",Xotti yoon.
10866,Mon boubou est déchiré au col.,Sama mbubb mi dafa xottiku ci baat bi.
10867,"Une dispute, c'est comme une déchirure, il appartient à chacun de voir comment il va la recoudre.","Wax, ab xottiku la, kenn ku nekk, yaa xam noo koy ñawe."
10868,J'ai planté des eucalyptus chez moi.,Jëmbët naa ay xottu-butéel sama kër.
10869,"Ñi corrige ta tenue, tu laisses entrevoir tes parties intimes.","Defarul, yaa ngiy xoymet nit."
10870,"Faire entrevoir ses parties intimes à quelqu'un, ce n'est pas être digne.",Xoymet nit bokkul ci yiw.
10871,Il ne mange plus ni ne boit; il est hâve.,"Lekkatul, naanatul; mu ngi xoyyi."
10872,Mes mains se desquament sans que j'en sache la raison.,"Sama loxo yi dañuy xub, te xamuma lu ko waral."
10873,Est-ce que le cordon ombilical est tombé ?,Ndax xucc bi rot na ?
10874,Est-ce que ton père t'aurait sermonné ?,Sa baay dafa la xul xanaa ?
10875,Ton père aime trop sermonner.,Sa baay dafa mëna xule lool.
10876,"Après être restée longtemps à la cour du roi, elle se fit une raison et redevint comme elle était.","Ba mu nekkee lu yàgg ca kër buur, mu ni xuléet, delluwaat na mu meloon."
10877,Ouvre bien les yeux que je te mette le médicament.,"Xullil sa bët yi, ma defal la garab bi."
10878,Elles se querellaient.,Dañu doon xuloo.
10879,Je ne veux pas assister à leur querelle.,Bëgguma fekke seen xuloo bi.
