french_corpus,wolof_corpus
"Le soin qu'il apportait chaque matin à faire son marché de très bonne heure, en compagnie des travailleurs maghrébins, qu'il rencontrait également au commissariat de police, chaque fois qu'il faisait renouveler sa carte de séjour.","Na muy dugge màrse sax, tegtal ci li may wax nii. Du ko caaxaane, moom. Bés bu Yàlla sàkk, ci suba teel, mu ànd ak i daan-dooley naar jubal ja ba. Miinanteek naak ñoom bu baax, ndax li ñuy faral a daje pólis saa yuy yeesaliy kayitam."
Tout cela peut sembler anecdotique.,"Lii lépp, mën naa niiruy waxi kasaw-kasaw."
"Mais ces manières africaines qui étaient devenues sa seconde nature apportaient sans doute une leçon à laquelle l'enfant, puis l'adolescent ne pouvait pas être insensible.","Moonte, sañumaa weddi ne ni Baay mujjee doon doomu Afrig tigi, am na lu mu def ci man."
Vingt-deux ans d'Afrique lui avaient inspiré une haine profonde du colonialisme sous toutes ses formes.,"Ñaar fukki at ak ňaar yi mu dund Afrig won nañ ko bu baax a baax lan la nguurug Tubaab yi tekki, mu sib ko ba fàww."
"En 1954, nous fîmes un voyage touristique au Maroc (où un des « oncles » était administrateur d'une propriété agricole).","Ci atum 1954, yóbbu nanu Marog, nu doon fay wëraakoon, daanaka. Xam naa li fa kenn ci samay « nijaay » doon saytu tool bu mag a mag a waraloon mu taamu réew moomu."
"Bien plus que des images habituelles du folklore, je me souviens d'un incident qui m'a marqué.",Lenn rekk laa fàttaliku ci tukki boobu te dootul génn mukk ci sama xel.
"Nous avions pris un autocar régulier pour aller de Casablanca à Marrakech. À un moment, le chauffeur (un Français) se mit en colère, insulta et rejeta au bord de la route un vieux paysan qui n'avait sans doute pas de quoi payer son parcours.","Mooy Tubaab ba doon dawal sunu ótóbiis ci diggante Kaasabalankaa ak Maraakees, jékkee-jekki rekk di yuuxu, di gëdd benn màggetum beykat mu amutoon paas, ba noppi ni ko na wàcc wotoom dem ca xaj."
"Mon père était indigné. Son commentaire s'étendait à toute l'occupation française dans ce pays, qui empêchait les autochtones d'exercer le moindre travail, fût-ce celui de chauffeur de car, et qui maltraitait les pauvres.","Baay am ci naqar wu réy te nëbbu ci dara, ne fay ŋàññ doxandéem yiy ñëw ci réewu jàmbuur, aakimu lépp, di fa toroxal baadoolo yi, ba doon sófóoru ótó-biis doŋŋ të leen."
"À la même époque, il suivait à la radio, jour après jour, les combats des Kikuyus au Kenya en vue de l'indépendance et la lutte des Zoulous contre la ségrégation raciale en Afrique du Sud.","Jamono jooju, àddina si yépp a doon yëngu. Baay di dégg ci rajoom ni Kikuyu yi jóg nañu taxaw ca Keeñaa, te Sulu yu Bëj-saalum Afrig yit, kenn demul ñu des, ñoom ñépp di xeex ngir jot seen bopp ak dakkal boddikonte ci biir xeet ba fay nit ñu weex sooke."
Ce n'étaient pas des idées abstraites ni des choix politiques.,Du caagin da doon jaay lu amul mbaa muy wax ay waxi pólitiseŋ.
"C'était la voix de l'Afrique qui parlait en lui, qui réveillait ses sentiments anciens. Sans doute avait-il pensé au futur, quand il voyageait avec ma mère, à cheval sur les sentiers du Cameroun.","Afrigam lañ doon noot, xel may dellu ci li mu fa jot a dund, yëg ko faak doole, daan ànd ak sama yaay ñu war seen fas ni yooni Kamerun yi nu ngoog."
"C'était avant la guerre, avant la solitude et l'amertume, quand tout était possible, quand le pays était jeune et neuf, que tout pouvait apparaître. Loin de la société corrompue et profiteuse de la côte, il avait rêvé de la renaissance de l'Afrique, libérée de son carcan colonial et de la fatalité des pandémies. Une sorte d'état de grâce, à l'image des immensités herbeuses où avançaient les troupeaux conduits par les bergers, ou des villages aux alentours de Banso, dans la perfection immémoriale de leurs murs de pisé et de leurs toits de feuilles.","Walla ma ni boog loolu la doon gént, laata xare biy kalaate. Géntug Afrig bu yeewu, yewwiku, wóolu boppam, jàpp ne dara tëwatu ko. Baay gëmoon na ne Afrig mën naa mucc ci ger, feebar, bekkoor ak yeneen lóoxóor yi ko tàmm a lottal. Daan na janeer moom-sa-réew ak tawféex yu amul dayo, tollu ni Afrig ci boppam. Waaye xare bi ñëw, dàq loolu lépp ci xelam, faaleetul kenn, defatul dara muy dara."
"L'avènement de l'indépendance, au Cameroun et au Nigeria, puis de proche en proche à travers tout le continent, avait dû le passionner.","Teewul ba mu yëgee ni Niseryaak Kamerun moom nañu seen bopp, muy xibaar bu ko yëngal, yitteel ko."
Chaque insurrection devait être pour lui source d'espoir.,"Saa yu déggee ni aw askaan fippu na, mu ngay dunde yaakaar."
"Et la guerre qui venait d'éclater en Algérie, guerre pour laquelle ses propres enfants risquaient d'être mobilisés, ne pouvait être pour lui que le comble de l'horreur.",Looloo ko dal ba xare ba tàkkee ca Alseeri. Moone ay doomam mënoon nañ caa ñàkki bés seen bakkan wànte yoonam.
Il n'avait jamais pardonné à de Gaulle son double jeu.,Baay masul a baal Seneraal De Góol maa waxoon-waxeetam ci Alseri.
Il est mort l'année où le sida a fait son apparition.,At mi mu faatoo la sidaa njëkkee feeň.
"Déjà, il avait perçu l'oubli tactique dans lequel les grandes puissances coloniales laissent le continent qu'elles ont exploité. Les tyrans mis en place avec l'aide de la France et de l'Angleterre, Bokassa, Idi Amin Dada, à qui les gouvernements occidentaux ont fourni armes et subsides pendant des années, avant de les désavouer.","Ni réewi Tubaab yi sàccee alalu Afrig ba deseetul dara, ñu ni ko fi ñukk ni yakk bu naqadi, neexu ko woon ; gisoon na itam Frãs ak Àngalteer ñuy jox i gànnaay seeni xuus-maa-njàpp niki Bokasaa ak Idi Amin Dadaa ba noppi xéy bés di leen tam dëmm. Fekk booba dañoo doyal ci ñoom doŋŋ."
"Les portes ouvertes à l'émigration, ces cohortes de jeunes hommes quittant le Ghana, le Bénin ou le Nigeria dans les années soixante, pour servir de main-d'œuvre et peupler les ghettos de banlieue, puis ces mêmes portes qui se sont refermées lorsque la crise économique a rendu les nations industrielles frileuses et xénophobes.","Loolu doyul, biñ duggee ci atum 60, ñu ubbil Afrig bunti gàddaay. Gone yi dawsee Ganaa, Beneŋ walla Niseryaa ngir daan seen doole. Lu nekk ñu koy daj ci réewi Tubaab yi. Àddinay dox, ñu dem ba réew yooyu tollu diggante, daldi tëjaat ràpp seeni bunt, di sikkal doomi Afrig yi, naan dañoo rekk xayadi, ngalla nañ toog fañ fekk baax."
"Et surtout l'abandon de l'Afrique à ses vieux démons, paludisme, dysenterie, famine.","Ak lii, di li gën a xëtt xolu Baay : ni ñuy seetaanee sibbiru si, biiru-taññ ak bekkoor di wéy di ŋacc meenu Afrig."
"À présent la nouvelle peste du sida, qui menace de mort le tiers de la population générale de l'Afrique, et toujours les nations occidentales, détentrices des remèdes, qui feignent de ne rien voir, de ne rien savoir.","Tey jii, sidaa dal ci kowam nar ko faagaagal. Teewul réewi Tubaab yi mën dugal seen loxo ci mbir mi dumóoyu, ni ñoom yëguñu tinuñu."
"Le Cameroun avait échappé, semblait-il, à ces malédictions.",Kamerun demoon na bay mucc ciy lóoxóor yu ni mel.
"Le haut pays de l'Ouest, en se séparant du Nigeria, avait fait un choix raisonnable, qui le mettait à l'abri de la corruption et des guerres tribales.","Yenn ciy dëkkam yi féete sowu-jant dañoo teel a teqalikook Niseryaa, mu doon li gën ci ñoom, musal leen ci ger ak reyante yu dul jeex."
Mais la modernité qui arrivait n'apportait pas les bienfaits escomptés.,"Waaye, yàggul dara yaakaar tas."
"Ce qui disparaissait aux yeux de mon père, c'était le charme des villages, la vie lente, insouciante, au rythme des travaux agricoles. La remplaçaient l'appât du gain, la vénalité, une certaine violence.","Baay seetlu ni, ni Afrig doon soppikoo ngir dëppook jamono, jigu ko. Bëgge, yàkkamti àddina ak ku mën sa moroom duma ñoo daldi wuutu lépp la mu soppoon ci Afrig. Li mu xamoon, moo doon i nit ñu ànd ak seen sago di daagu, am toppatoo ci seeni dëkk te weg bu baax mbey mi leen doon dundal."
"Même loin de Banso, mon père ne pouvait pas l'ignorer.","Dëgg la, sore woon na Bansoo wànte mënutoon a réere loolu mbir."
"Il devait ressentir le passage du temps comme un flot qui se retire, abandonnant les laisses du souvenir.","Daanaka dafa ne woon jàkk bési dunyaa yi, ñuy dem seen yoon, di wéy tëwa taxaw. Bés bu ci nekk mel ni lu bàyyi sa màndarga bopp ci tefesug pàttaliku."
"En 1968, tandis que mon père et ma mère regardent monter sous leurs fenêtres, à Nice, les montagnes d'ordures laissées par la grève générale, et tandis qu'à Mexico j'entends le vrombissement des hélicos de l'armée qui emportent les corps des étudiants tués à Tlatelolco, le Nigeria entre dans la phase terminale d'un massacre terrible, l'un des grands génocides du siècle, connu sous le nom de guerre du Biafra.","Atum 1968 agsi, di at mu bariy yëngu-yëngu. Ma nekk Meksikoo, làrmeb nguur gi rey fay ndongoy daara ca Talatelókoo, ay fafal-naaw yu ndaw di for néewu gone yiy yóbbu ; ca Niis, liggéeykat yi bank seen loxo, samay ñaari way-jur sëppu seen palanteer di gis ni mbalit mi juugee ci mbedd mi ; fekk na Niseryaa, xareb Biyaafaraa baa ngay waaj a jeex ; mu doon faagaagal bi gënoon a ñaaw ci xarnu bi."
"Pour la mainmise sur les puits de pétrole à l'embouchure de la rivière Calabar, Ibos et Yoroubas s'exterminent, sous le regard indifférent du monde occidental.","Nattu doomi Biyaafaraa moo doon petorool ba ni fa woon gàññ ci bëlub Kalabaar. Ibo yeek Yoruba yiy reyante, réewi Tugal yiy seetaan, naan tey mu neex."
"Pis encore, les grandes compagnies pétrolières, principalement l'anglo-hollandaise Shell-British Petroleum, sont partie prenante dans cette guerre, agissent sur leurs gouvernements pour que soient sécurisés les puits et les pipe-lines.","Jaaykatu petorool yu mag yi ñoom, rawati-na « Shell-British Petroleum », maanduwuñu dara ci mbir mi ; ñuy soňň seeni gornmaa ngir ňu aar teeni petorool ya ca Niseryaa."
"Les États qu'elles représentent s'affrontent par procuration, la France du côté des insurgés biafrais, l'Union soviétique, l'Angleterre et les États-Unis du côté du gouvernement fédéral majoritairement yorouba.","Ku nekk, nag, am foo far, Frãs di jàppale way-fippuy Biyaafaraa yi ; Riis yi, Àngalteer ak Amerig ànd ak gornmaa bu Legoos."
"La guerre civile devient une affaire mondiale, une guerre entre civilisations. L'on parle de chrétiens contre musulmans, ou de nationalistes contre capitalistes.","Yëf yi dem ba ëpp loxo, xeexu Ibo yeek Yorubaa yi daldi soppiku xare diggante kerceen ak jullit, ñii di tuumaal ñee, naan dañoo taxaw ci tànku pasar-pasaree alalu réew mi, séddoo kook ay doxandéem."
"Les pays développés retrouvent un débouché inattendu pour leurs produits finis : ils vendent dans les deux camps armes légères et lourdes, mines antipersonnel, chars d'assaut, avions, et même des mercenaires allemands, français, tchadiens, qui composent la 4e brigade biafraise au service des rebelles d'Ojukwu.","Réewi tubaab yi am doole yi ni màrse neex na : ñu ngi jaay Ibo yeek Yorubaa yi ay gànnaay – moo xam ay roppëlaan la, mbaa ay ndell mbaa leneen. Ñu ni déet ay way-xare-lekk jóge Almaañ, Frãs ak réewum Càdd di sotle Ósukwu miy jiite fippu yi."
"Mais à la fin de l'été 1968, encerclée, décimée par les troupes fédérales sous le commandement du général Benjamin Adekunle, surnommé pour sa cruauté le « Scorpion noir », l'armée biafraise capitule.","Waaye bi nawetu 1968 di agsi la leen làrmeb Niseryaa wër-ndombo, daan leen. Seneraal Beŋsameŋ Adekunle, nga xam ni dafa soxoroon ba ñu koy woowe « Jiit ju Ñuul ji » ni moom it tey mu neex."
"Seule résiste encore une poignée de combattants dont la plupart sont des enfants, qui brandissent des machettes et des bâtons sculptés en forme de fusils contre les Mig et les bombardiers soviétiques.","Amoon na, gaa, ay fippu yu ni woon ñoo lànk, duñu wéer seeni gànnaay, wànte ñu néew lañ woon. Mën nañ sax i dañ doon guddal jéll doŋŋ ndax ba roppëlaani Riis yay yuriy bomb ci seen kow, deseetuñu woon lu dul i fetal yu tiitalul sax ragal."
"À la chute d'Aba (non loin de l'ancien sanctuaire des guerriers magiciens d'Aro Chuku), le Biafra entre dans une longue agonie.","Àbbaa daanu. Àbbaa, sorewul xàmbi Aro Suku ya. Biyaafaraa tàmbalee sukkuraat, sukkuraat ju metti te yàgg."
"Avec la complicité de l'Angleterre et des États-Unis, le général Adekunle verrouille le blocus sur le territoire biafrais, empêchant tout secours et tout approvisionnement.","Àngalteer ak Amerig di làquy jàppale Adekunle, mu kepp fippu yi, kenn mënuta leen a wallu."
"Devant l'avancée de l'armée fédérale, en proie à une folie vengeresse, la population civile fuit vers ce qui reste du territoire biafrais, envahit les savanes et la forêt, tente de survivre sur les réserves.","Làrme bu Legoos ni nag caaxaan faaxe, fàww mu fey Biyaafaraa boram. Daw wuti foo làqoo fa sësoon."
"Hommes, femmes, enfants sont pris dans un piège mortel.","Mag, ndaw, góor ak jigéen jàq, song àll bi te daanaka deseetuñu dund."
"À partir de septembre, il n'y a plus d'opérations militaires, mais des millions de gens coupés du reste du monde, sans vivres, sans médicaments.","Weeru sàttumbar agsi, xare bi ci boppam dakk. Wànte ay junniy-junniy doom-aadama nga tëju Biyaafaraa di deek xiif ak mar, faju të leen."
"Quand les organisations internationales peuvent enfin pénétrer dans la zone insurgée, elles découvrent l'étendue de l'horreur.","Mbootaayi xeet yi fexe ba fekk leen fa, door a teg bët ciy ňaawtéef yu kéemaane ya fa Adekunle defoon."
"Le long des routes, au bord des rivières, à l'entrée des villages, des centaines de milliers d'enfants sont en train de mourir de faim et de déshydratation.","Fu waay geestu, say bët daj téeméeri junniy gone yu wow koŋŋ, niróotuñu sax nit."
C'est un cimetière vaste comme un pays.,Mu mel ni ñu ngi dox ci biiriy armeel.
"Partout, dans les plaines d'herbes semblables à celle où j'allais autrefois faire la guerre aux termites, des enfants sans parents errent sans but, leurs corps transformés en squelettes.","Armeel yu yaatu ni réewum lëmm. Joor ja ma daan rëbbiy max, ay gone yu xamatul seeni way-jur a fay wëndéelu. Fan lañu jëm, noonu ? Dara lañ ci xamul. Ay yaxi neen a leen dese."
"Longtemps après je suis hanté par le poème de Chinua Achebe, Noël au Biafra, qui commence par ces mots : Non, aucune Vierge à l'Enfant ne pourra égaler Le tableau de la tendresse d'une mère Envers ce fils qu'elle devra bientôt oublier.","Ñu teg ciy at, ab taalifu Sinuwaa Aseebe di tëgg tama ci sama biir kaaŋ. Taalif baa ngi tudd : Nowel ca Biyaafaraa, mu koy ubbee nii : Dëgg la Nataal bi Ndeyu Yéesu boq doom ji Daw na yaram Wànte dara mënuta dab Cofeel ak tiisu ndey ju tiim doomam Muy sukkuraat."
"J'ai vu ces images terribles dans tous les journaux, les magazines.","Jamono jooju, yéenekaay bu ma ubbi gis ci nataal yu jafee dékku."
"Pour la première fois, le pays où j'avais passé la partie la plus mémorable de mon enfance était montré au reste du monde, mais c'était parce qu'il mourait.","Dëkk ba ma màgge, yëg fa dëgg sama dooley ndaw, la yéenekaay yi doon wone. Waaye sukkuraatam kese lañ doon wone."
"Mon père a vu aussi ces images, comment a-t-il pu accepter ?",Baay tamit gis na lu ni mel. Ku sañ a xalaat ni loolu yàqul xolam yaxeet ?
"À soixante-douze ans, on ne peut que regarder et se taire.","Soo demee ba am juróom-ñaar-fukki at ak ñaar, mënoo def lu dul maandu."
Sans doute verser des larmes.,Walla xéy-na léeg-léeg nga làqu fomp rangooñ.
"La même année que la destruction du pays où il a vécu, mon père s'est vu retirer sa nationalité britannique, pour cause d'indépendance de l'île Maurice.","At ma Niseryaa, réew ma Baay dëkkoon, tojee, Móris ni ko ginnaaw jot nanu sunu bopp, mënatoo nekk Àngale."
